% The first three columns are year, month and day. The remaining 12 columns are average windspeeds in knots at 12 locations in Ireland on that day.
% Start by using the 'loadtxt' function from numpy to read the data into an array.
0,1,1,22.04,21.50,17.08,12.75,22.17,15.59,21.79,18.12,16.66,17.83,28.33,23.79
66,1,2,18.71,19.50,12.67,nan,16.29,9.79,17.46,10.83,13.88,12.38,15.63,16.46
66,1,3,6.83,nan,6.00,2.33,7.12,4.67,7.83,3.58,3.46,3.79,7.92,7.71
66,1,4,16.54,16.75,16.42,9.62,nan,13.70,15.46,13.79,11.04,14.58,18.66,nan
66,1,5,20.50,16.88,18.79,13.17,14.17,12.38,12.83,14.29,11.63,15.92,23.91,20.08
66,1,6,19.70,16.29,17.50,13.17,13.13,11.87,10.96,14.25,10.00,16.13,22.13,20.88
0,1,7,18.88,16.50,13.50,11.71,14.83,10.37,10.50,13.04,10.34,15.29,21.04,21.17
66,1,8,13.42,10.17,16.21,12.04,10.71,9.08,12.50,8.96,11.42,14.96,16.79,20.25
66,1,9,13.42,17.46,nan,10.58,13.70,10.83,13.37,12.12,9.50,13.25,15.21,16.66
0,1,10,17.62,3.33,26.67,nan,18.21,17.04,19.21,20.75,15.50,18.25,21.37,29.04
66,1,11,18.34,15.29,21.67,10.21,17.25,12.54,nan,14.96,12.17,14.88,nan,21.92
66,1,12,19.21,18.96,17.25,8.17,15.37,9.21,16.46,9.87,9.04,10.37,12.79,15.16
66,1,13,21.00,17.54,16.79,8.00,20.21,9.83,12.29,9.71,7.54,8.54,12.29,10.29
66,1,14,19.08,13.96,nan,5.54,13.08,6.67,10.83,6.75,6.00,6.71,8.75,7.38
66,1,15,11.92,8.87,15.21,5.91,7.08,2.21,6.29,nan,4.08,4.38,4.42,7.29
0,1,16,9.00,nan,9.25,4.79,4.50,2.21,4.71,3.25,3.50,4.04,3.63,10.75
0,1,17,11.21,9.59,8.75,1.92,6.21,nan,2.79,4.12,1.71,3.00,7.71,4.63
0,1,18,20.41,15.50,15.46,7.75,nan,8.46,8.50,9.08,4.67,5.25,11.08,8.42
0,1,19,22.42,17.08,20.91,10.41,18.88,12.08,14.33,13.83,10.13,8.75,14.96,15.63
66,1,20,9.71,3.96,16.58,4.46,5.50,5.33,12.33,nan,9.13,9.13,7.83,15.75
