% The first three columns are year, month and day. The remaining 12 columns are average windspeeds in knots at 12 locations in Ireland on that day.
% Start by using the 'loadtxt' function from numpy to read the data into an array.
65,1,1,9.54,11.92,9.00,4.38,6.08,5.21,10.25,6.08,5.71,8.63,12.04,17.41
65,1,2,11.75,nan,10.13,4.71,7.62,4.29,7.79,5.13,nan,5.91,12.12,14.96
65,1,3,13.70,7.04,15.16,6.42,5.91,0.83,8.63,4.83,4.38,6.92,7.92,13.70
65,1,4,4.04,4.21,nan,1.21,2.75,2.08,7.71,3.13,2.04,6.00,12.08,15.67
65,1,5,8.63,12.67,6.34,0.46,9.42,5.96,7.62,6.79,5.13,6.54,17.62,17.04
65,1,6,16.79,16.62,14.88,5.33,11.83,9.13,14.79,13.33,7.41,14.42,21.92,19.58
65,1,7,14.50,15.37,14.54,6.17,12.17,9.08,nan,10.58,9.38,14.37,16.38,16.88
65,1,8,13.04,15.29,8.79,7.17,13.62,9.04,13.21,11.50,9.75,12.87,20.21,22.67
65,1,9,22.00,21.67,16.50,nan,22.34,16.96,21.84,21.84,18.88,12.54,18.84,22.17
0,1,10,28.88,23.38,24.92,nan,15.96,16.13,19.62,17.37,13.00,20.25,21.71,19.67
65,1,11,22.00,18.38,20.25,11.54,17.29,14.50,18.12,15.25,nan,nan,22.83,23.71
65,1,12,15.29,18.88,12.79,10.34,17.62,12.75,17.21,13.75,12.50,15.83,23.87,23.04
65,1,13,28.12,26.46,20.25,16.88,26.25,19.00,23.45,21.96,20.91,22.71,28.21,25.75
65,1,14,16.92,22.67,15.41,11.50,21.46,12.62,20.12,12.38,14.29,16.66,24.71,28.58
65,1,15,16.83,19.33,11.79,8.79,nan,10.75,17.08,12.38,11.46,13.33,20.08,21.34
65,1,16,25.75,27.25,19.55,13.88,25.66,16.29,18.84,17.21,17.54,15.25,27.58,22.88
0,1,17,32.17,33.04,21.71,22.63,nan,26.16,28.50,30.63,25.88,20.96,39.04,27.84
65,1,18,17.08,15.50,11.75,11.00,14.37,10.29,16.96,11.17,13.37,10.92,18.34,14.09
65,1,19,12.71,11.46,11.54,6.71,10.63,nan,10.63,8.67,7.50,8.79,12.00,9.87
0,1,20,16.54,15.59,19.87,9.00,12.42,11.79,nan,13.70,12.29,14.33,15.50,20.83
65,1,21,16.66,15.59,13.92,6.29,13.04,9.54,10.63,9.38,7.58,nan,17.41,19.33
65,1,22,12.38,12.79,9.00,5.75,11.67,8.08,11.34,nan,8.17,8.12,15.50,16.00
65,1,23,16.79,12.83,13.29,7.38,14.37,9.59,9.92,10.21,8.79,11.67,12.75,16.42
0,1,24,3.71,1.75,7.21,1.00,3.54,0.79,5.58,0.54,1.04,3.08,3.33,7.83
65,1,25,7.00,3.21,17.08,3.50,4.21,4.42,nan,5.21,4.38,5.37,7.17,nan
0,1,26,10.08,8.50,15.96,5.71,7.58,5.04,8.87,7.79,6.00,8.42,7.17,16.92
65,1,27,10.83,11.63,14.17,6.17,8.38,4.75,9.33,11.46,nan,12.33,12.17,21.42
65,1,28,13.37,nan,19.00,7.67,10.75,4.63,10.29,nan,7.17,7.96,5.75,11.79
0,1,29,15.59,17.33,23.25,8.21,14.17,6.25,13.29,9.08,8.12,8.87,7.08,7.79
65,1,30,18.88,21.25,27.12,8.92,13.83,8.17,15.09,9.96,9.13,8.08,9.79,16.96
65,1,31,16.42,14.88,21.87,7.12,14.29,4.92,13.88,10.79,9.04,10.34,10.96,14.29
65,2,1,15.83,9.71,15.29,5.00,9.29,6.96,8.63,7.96,6.79,5.17,9.50,6.34
65,2,2,16.88,15.04,12.92,6.87,11.50,9.83,8.83,7.58,4.88,8.12,7.92,4.83
65,2,3,8.67,3.17,12.38,2.46,6.21,2.71,4.21,4.50,3.88,5.83,5.13,7.12
65,2,4,6.63,2.75,12.00,4.00,3.96,3.08,3.63,3.25,2.42,3.88,7.46,13.42
0,2,5,7.92,4.88,7.71,2.08,2.50,0.29,5.66,1.46,2.17,2.75,5.21,12.08
65,2,6,8.75,2.21,9.87,4.25,3.96,nan,4.79,1.67,2.88,4.21,2.04,9.54
65,2,7,9.21,7.21,13.67,7.29,7.17,3.33,9.38,6.83,6.08,8.38,7.92,14.92
65,2,8,6.92,6.46,13.92,4.25,4.42,1.46,4.79,4.50,3.21,4.54,5.04,12.21
65,2,9,5.79,4.08,5.79,3.75,4.75,0.92,6.00,2.33,4.42,5.58,4.17,12.42
65,2,10,8.75,2.21,6.04,3.46,7.67,2.21,7.29,5.09,5.33,6.04,5.33,11.25
0,2,11,7.62,5.96,6.87,4.71,9.62,6.87,12.87,8.75,8.92,11.34,15.21,17.29
65,2,12,14.71,14.46,14.33,nan,17.46,13.21,21.04,14.21,16.42,16.33,20.21,28.04
65,2,13,18.75,14.42,17.71,12.75,14.67,11.75,18.63,13.37,nan,19.04,19.25,32.63
65,2,14,6.71,2.50,11.79,4.29,4.17,2.79,9.29,2.37,5.83,8.92,3.50,18.75
65,2,15,2.92,2.79,8.38,3.63,1.92,1.58,8.33,1.17,5.17,6.08,4.42,10.71
