61 1 1 15.0400 14.9600 13.1700 9.2900 14.7286 9.8700 13.6700 10.2500 10.8300 12.5800 18.5000 15.0400 18.5000
61 1 2 14.7100 16.8800 10.8300 6.5000 12.6200 7.6700 11.5000 10.0400 9.7900 9.6700 17.5400 13.8300 17.5400
61 1 3 18.5000 16.8800 12.3300 10.1300 11.1700 6.1700 11.2500 8.0400 8.5000 7.6700 12.7500 12.7100 18.5000
61 1 4 10.5800 9.9143 11.7500 4.5800 4.5400 2.8800 8.6300 1.7900 5.8300 5.8800 5.4600 10.8800 11.7500
61 1 5 13.3300 13.2500 11.4200 6.1700 10.7100 13.3107 11.9200 6.5400 10.9200 10.3400 12.9200 11.8300 13.3300
61 1 6 13.2100 8.1200 9.9600 6.6700 5.3700 4.5000 10.6700 4.4200 7.1700 7.5000 8.1200 13.1700 13.2100
61 1 7 13.5000 14.2900 9.5000 4.9600 12.2900 8.3300 9.1700 9.2900 13.2886 7.9600 13.9600 13.7900 14.2900
61 1 8 10.9600 9.7500 7.6200 5.9100 9.6200 7.2900 14.2900 7.6200 9.2500 10.4600 16.6200 16.4600 16.6200
61 1 9 12.5800 10.8300 10.0000 4.7500 10.3700 6.7900 8.0400 10.1300 7.7900 9.0800 13.0400 12.4571 13.0400
61 1 10 13.3700 11.1200 19.5000 8.3300 9.7100 6.5400 13.3079 7.7900 8.5400 9.0000 8.5800 11.8300 19.5000
61 1 11 10.5800 9.8700 12.2592 2.7900 8.7100 7.2500 7.5400 8.3300 5.7100 8.6700 12.2592 16.9200 16.9200
61 1 12 19.7500 12.0800 18.5000 10.5400 16.1429 9.4600 15.5400 11.5000 10.3700 14.5800 15.5900 14.0900 19.7500
61 1 13 9.9200 3.5400 8.4600 8.8121 2.2900 0.9600 4.6300 0.5800 2.3300 3.3700 5.2500 7.0400 9.9200
61 1 14 9.0400 5.6600 7.0800 0.6700 2.7100 1.3800 3.0800 2.5800 0.5000 2.6700 7.1700 5.1700 9.0400
61 1 15 12.0400 9.6700 11.7500 2.3700 7.3800 3.1300 2.5000 6.8300 4.7500 5.6300 7.5400 6.7500 12.0400
61 1 16 16.4200 11.2500 15.6700 4.7100 11.3400 6.9200 9.2500 8.7900 8.2100 7.3300 13.0400 9.0400 16.4200
61 1 17 17.7500 14.3700 17.3300 10.1300 13.9600 13.3700 13.4200 11.0400 8.7100 11.3800 15.9200 16.0800 17.7500
61 1 18 19.8300 12.0400 20.7900 18.5400 13.8300 10.2900 17.8300 11.3800 14.6700 16.7100 8.7900 17.9600 20.7900
61 1 19 4.9200 3.4200 7.2900 1.0400 3.6700 3.1700 9.5931 2.7900 9.5931 2.7100 6.8700 7.8300 9.5931
61 1 20 9.5900 11.8300 7.9600 11.0969 11.0969 5.0000 3.1700 4.9200 3.1300 3.3700 6.5000 6.7900 11.8300
61 1 21 14.3300 10.2500 11.9200 6.1300 10.0400 7.6700 8.0400 9.1700 7.0400 7.8700 13.4200 12.4200 14.3300
61 1 22 9.5900 5.8800 9.9200 2.1700 6.8700 12.1064 9.3800 7.0400 6.3400 7.5000 10.8800 9.9200 12.1064
